"﻿""Keyword""",SERP features,Volume,KD,CPC,servicesartisans.fr/: URL,servicesartisans.fr/: Organic Position,servicesartisans.fr/: Organic Traffic,servicesartisans.fr/: Ad title,servicesartisans.fr/: Ad display URL,servicesartisans.fr/: Ad description,servicesartisans.fr/: Ad block,servicesartisans.fr/: Ad position,servicesartisans.fr/: Paid traffic,pagesjaunes.fr/: URL,pagesjaunes.fr/: Organic Position,pagesjaunes.fr/: Organic Traffic,pagesjaunes.fr/: Ad title,pagesjaunes.fr/: Ad display URL,pagesjaunes.fr/: Ad description,pagesjaunes.fr/: Ad block,pagesjaunes.fr/: Ad position,pagesjaunes.fr/: Paid traffic,travaux.com/: URL,travaux.com/: Organic Position,travaux.com/: Organic Traffic,travaux.com/: Ad title,travaux.com/: Ad display URL,travaux.com/: Ad description,travaux.com/: Ad block,travaux.com/: Ad position,travaux.com/: Paid traffic,izi-by-edf.fr/: URL,izi-by-edf.fr/: Organic Position,izi-by-edf.fr/: Organic Traffic,izi-by-edf.fr/: Ad title,izi-by-edf.fr/: Ad display URL,izi-by-edf.fr/: Ad description,izi-by-edf.fr/: Ad block,izi-by-edf.fr/: Ad position,izi-by-edf.fr/: Paid traffic,Updated
coiffeur saint jean de braye,"Local pack, Thumbnail",500,0,0.32,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/saint-jean-de-braye-45/coiffeurs,2,101,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-16 23:36:46
ambassade du vietnam en france,"Local pack, Sitelinks, People also ask",500,0,1.51,,,,,,,,,,https://www.pagesjaunes.fr/pros/08877216,6,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 02:00:45
agence immobilière selestat,"Local pack, Thumbnail",500,3,0.20,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/selestat-67/agences-immobilieres,7,98,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 00:00:49
intermarché vernon,Sitelinks,500,0,0.73,,,,,,,,,,https://www.pagesjaunes.fr/pros/55678096,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 16:20:42
veterinaire creteil,"Local pack, Thumbnail, People also ask",500,0,0.36,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/creteil-94/veterinaires,8,13,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 10:20:47
basika menton,"People also ask, Knowledge panel, Sitelinks",500,0,0.16,,,,,,,,,,https://www.pagesjaunes.fr/pros/07471409,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 11:16:53
piscine romainville,"Thumbnail, People also ask, Knowledge panel, Video preview",500,0,0.05,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/romainville-93/piscines-etablissements,9,14,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 19:08:23
leclerc drive dizy,"Sitelinks, People also ask",500,0,0.33,,,,,,,,,,https://www.pagesjaunes.fr/pros/55682085,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 11:49:09
cpam blagnac,People also ask,500,0,2.07,,,,,,,,,,https://www.pagesjaunes.fr/pros/12134070,6,11,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 17:02:33
cardiologue auxerre,"Local pack, Thumbnail, People also ask, Video preview",500,0,0.14,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/auxerre-89/medecins-cardiologie-maladies-vasculaires,10,16,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-18 07:01:32
visiopole,"Sitelinks, Knowledge panel, Thumbnail",500,0,0.20,,,,,,,,,,https://www.pagesjaunes.fr/pros/02825258,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 01:05:24
irm le creusot,"People also ask, Knowledge panel",500,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/56809124,10,14,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 08:01:28
pharmacie selestat,Thumbnail,500,3,0.44,,,,,,,,,,https://www.pagesjaunes.fr/pros/00601849,2,17,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 07:08:25
gare du croisic,"Thumbnail, People also ask, Knowledge panel, Video preview",500,0,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/12211638,10,11,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 13:11:10
leclerc drive chateaubriant,,500,0,0.67,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/chateaubriant-44/leclerc-drive,3,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 14:51:27
pharmacie nueil les aubiers,Knowledge panel,500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/58482098,6,18,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 04:10:36
yves rocher denain,"Sitelinks, Video preview",500,0,0.38,,,,,,,,,,https://www.pagesjaunes.fr/pros/51487147,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 21:53:35
gendarmerie angers,"Local pack, People also ask, Thumbnail",500,0,0.64,,,,,,,,,,https://www.pagesjaunes.fr/pros/12032653,3,41,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-19 20:48:36
ent lacapelle,Sitelinks,500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/12429460,2,97,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-28 16:03:16
securite sociale beziers,"People also ask, Knowledge panel, Sitelinks",500,0,0.17,,,,,,,,,,https://www.pagesjaunes.fr/pros/08559341,4,31,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 21:43:00
securite sociale strasbourg,"People also ask, Knowledge panel",500,0,0.75,,,,,,,,,,https://www.pagesjaunes.fr/pros/01791179,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 09:57:15
decathlon sables d'olonne,"Thumbnail, People also ask, Sitelinks, Video preview",500,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/55667269,7,9,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 08:59:55
bistro romain,"Sitelinks, Local pack, People also ask, Video preview, Thumbnail",500,0,0.45,,,,,,,,,,https://www.pagesjaunes.fr/pros/62761392,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 23:37:40
restaurant toucy,Thumbnail,500,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/toucy-89/restaurants,5,17,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31 21:49:32
clinique l'union,"Sitelinks, Video preview",500,0,0.08,,,,,,,,,,https://www.pagesjaunes.fr/pros/00487575,7,12,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 01:47:01
fleuriste nanterre,Thumbnail,500,0,0.50,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/rer-nanterre-prefecture-nanterre-92/fleuristes,6,23,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 17:31:24
ista contact téléphone,"People also ask, Knowledge panel",500,0,0.26,,,,,,,,,,https://www.pagesjaunes.fr/pros/08982335,6,32,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15 12:29:26
intermarche jacou,,500,0,0.44,,,,,,,,,,https://www.pagesjaunes.fr/pros/59482339,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 00:32:44
air algerie metz,"People also ask, Thumbnail",500,0,0.13,,,,,,,,,,https://www.pagesjaunes.fr/pros/00662506,4,6,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-03 01:29:01
office tourisme nantes,"Sitelinks, Knowledge panel, People also ask, Video preview",500,1,0.08,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/nantes-44/offices-de-tourisme-syndicats-d-initiative,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 06:11:44
pizza bonici,"Local pack, Sitelinks, Thumbnail, Video preview",500,0,0.29,,,,,,,,,,https://www.pagesjaunes.fr/pros/53451771,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 23:29:14
boulangerie lingolsheim,"Thumbnail, Video preview",500,0,0.09,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/lingolsheim-67/boulangerie-ouverte-maintenant,4,19,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 05:42:45
opticien mulhouse,People also ask,500,4,0.59,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/mulhouse-68/opticiens,10,7,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-19 11:48:47
euromaster moulins,"People also ask, Thumbnail, Sitelinks",500,0,0.09,,,,,,,,,,https://www.pagesjaunes.fr/pros/05477082,5,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 22:21:10
biocoop carcassonne,"Sitelinks, People also ask",500,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/07574568,6,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 15:19:17
chien gentil et protecteur,"Featured snippet, People also ask, Thumbnail",500,1,0.28,,,,,,,,,,https://chien.pagesjaunes.fr/tips/voir/744981/10-chiens-affectueux-et-protecteurs,3,57,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 21:56:35
fratelli thionville,"Thumbnail, People also ask, Video preview",500,0,0.46,,,,,,,,,,https://www.pagesjaunes.fr/pros/61329838,9,9,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 23:09:03
carrefour colomiers,"Local pack, Sitelinks, Thumbnail",500,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/50012091,6,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 19:02:59
o soins d'orient,"People also ask, Video preview, Sitelinks",500,0,0.49,,,,,,,,,,https://www.pagesjaunes.fr/pros/60397261,10,13,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-02 22:40:12
midas arras,"Thumbnail, People also ask, Knowledge panel",500,0,0.26,,,,,,,,,,https://www.pagesjaunes.fr/pros/07680981,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 18:29:44
capitole taxi,"Sitelinks, People also ask, Knowledge panel, Thumbnail",500,0,0.69,,,,,,,,,,https://www.pagesjaunes.fr/pros/07935644,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 05:58:15
sixt marignane,"Top ads, Paid sitelinks, Knowledge panel, Thumbnail, People also ask, Sitelinks",500,0,0.73,,,,,,,,,,https://www.pagesjaunes.fr/pros/51438930,8,7,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 21:25:14
patinoire la roche sur yon,"Thumbnail, People also ask, Video preview",500,0,0.10,,,,,,,,,,https://www.pagesjaunes.fr/pros/09497058,6,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 11:40:19
pneumologue la rochelle,"Local pack, People also ask, Thumbnail, Sitelinks",500,0,0.04,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/la-rochelle-17/medecins-pneumologues,10,15,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 04:22:31
centre commercial grenoble,"Thumbnail, People also ask, Video preview",500,3,0.20,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/grenoble-38/centres-commerciaux-et-grands-magasins,10,9,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 02:45:45
intermarché mellac,"Thumbnail, People also ask",500,0,0.67,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/pole-activites-kervidanou-3-mellac-29/-,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 17:53:13
pharmacie generac,"People also ask, Knowledge panel",500,0,0.43,,,,,,,,,,https://www.pagesjaunes.fr/pros/57196054,10,7,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 11:24:04
monsieur bricolage sarzeau,People also ask,500,0,0.97,,,,,,,,,,https://www.pagesjaunes.fr/pros/08292910,2,37,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 12:06:50
br auto frejus,"Thumbnail, Sitelinks",500,0,0.37,,,,,,,,,,https://www.pagesjaunes.fr/pros/08205391,2,38,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 23:15:34
rue montmartre,"Thumbnail, People also ask, Knowledge panel, Video preview",500,0,0.20,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/rue-montmartre-paris-75/-,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 23:09:22
intermarché saint florent le vieil,"People also ask, Thumbnail",500,0,0.76,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/saint-florent-le-vieil-49/intermarche,3,30,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 01:24:49
allergologue valence,"Local pack, People also ask",500,0,0.59,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/valence-26/allergologue,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 03:32:28
orl soyaux,"Thumbnail, People also ask, Knowledge panel",500,0,1.28,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/soyaux-16/orl,9,7,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 13:00:17
but gonfreville,"People also ask, Sitelinks",500,0,0.10,,,,,,,,,,https://www.pagesjaunes.fr/pros/05871379,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 07:04:44
gamm vert pleurtuit,People also ask,500,1,0.36,,,,,,,,,,https://www.pagesjaunes.fr/pros/01746630,3,31,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:36:05
kfc arles,"Thumbnail, People also ask",500,1,0.30,,,,,,,,,,https://www.pagesjaunes.fr/pros/55306847,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 01:09:45
animal nutrition,Thumbnail,500,15,0.88,,,,,,,,,,https://www.pagesjaunes.fr/pros/55205321,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 11:10:10
le cannibale strasbourg,"Sitelinks, People also ask",500,0,0.42,,,,,,,,,,https://www.pagesjaunes.fr/pros/55920074,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 20:09:32
mairie de bischheim,Sitelinks,500,0,0.23,,,,,,,,,,https://www.pagesjaunes.fr/pros/00970054,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-24 08:40:02
bus saintes,"Sitelinks, People also ask, Video preview, Thumbnail",500,0,0.08,,,,,,,,,,https://www.pagesjaunes.fr/pros/12313706,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 11:25:38
comfort hotel etampes,"Thumbnail, People also ask",500,0,0.31,,,,,,,,,,https://www.pagesjaunes.fr/pros/53056882,7,18,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 04:10:34
meilleur cardiologue clinique pasteur toulouse,"Local pack, People also ask",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/toulouse-31/cardiologue,8,25,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 13:21:11
déchetterie saint laurent blangy,"Thumbnail, People also ask",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/59181982,3,43,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-03 12:09:18
salle de sport metz,"Local pack, Thumbnail, People also ask, Video preview",500,4,0.73,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/metz-57/salle-de-sport,8,36,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 07:51:27
poste de police,"Local pack, People also ask, Top stories, Thumbnail",500,3,0.07,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/strasbourg-67/commissariats-de-police,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-21 20:31:12
plan de campagne magasin,"Thumbnail, People also ask, Video preview",500,27,0.25,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/plan-de-campagne-cabries-13/-,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 13:07:51
prozic,"Sitelinks, Video preview",500,0,0.16,,,,,,,,,,https://www.pagesjaunes.fr/pros/54300530,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 01:57:17
ghef jossigny,"Sitelinks, People also ask",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/60296274,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 19:52:08
totum pharmacie,"Local pack, People also ask",500,0,0.37,,,,,,,,,,https://www.pagesjaunes.fr/pros/61232005,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 08:29:21
passage bleu dole,"Knowledge panel, Sitelinks",500,0,0.61,,,,,,,,,,https://www.pagesjaunes.fr/pros/58894869,2,23,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 05:08:25
franck provost le mans,"Thumbnail, People also ask, Sitelinks",500,0,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/08313140,6,19,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 20:56:36
norauto saint die,"People also ask, Knowledge panel, Sitelinks",500,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/08565603,5,24,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-06 21:22:45
la poste la tour du pin,"People also ask, Thumbnail, Video preview",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/06136639,3,14,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 16:03:21
kine du sport,"Local pack, People also ask, Video preview, Thumbnail",500,10,0.31,,,,,,,,,,https://www.pagesjaunes.fr/activites/kine-du-sport.html,9,6,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 19:35:05
biocoop carnoules,"People also ask, Thumbnail, Sitelinks, Video preview",500,0,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/61753966,3,67,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 17:06:15
sandro lyon,"Local pack, Thumbnail, Video preview",500,0,0.23,,,,,,,,,,https://www.pagesjaunes.fr/pros/53306463,7,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 00:10:56
peugeot redon,"Thumbnail, Knowledge panel",500,0,0.26,,,,,,,,,,https://www.pagesjaunes.fr/pros/60783178,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 17:29:33
annuaire gratuit inversé,People also ask,500,44,0.17,,,,,,,,,,https://www.pagesjaunes.fr/annuaireinverse,1,186,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 22:00:09
the nines,"Sitelinks, Local pack, Thumbnail, Video preview",500,0,0.72,,,,,,,,,,https://www.pagesjaunes.fr/pros/56533745,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 08:39:46
id camp,"Sitelinks, People also ask",500,0,0.26,,,,,,,,,,https://www.pagesjaunes.fr/pros/59454051,3,56,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 04:02:18
dermatologue chaumont,"Thumbnail, People also ask, Sitelinks",500,0,0.38,,,,,,,,,,https://www.pagesjaunes.fr/pros/02891640,6,19,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-23 08:33:04
chez ginette toulouse,Thumbnail,500,0,0.28,,,,,,,,,,https://www.pagesjaunes.fr/pros/57144227,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-24 02:33:53
les opticiens mutualistes,"Local pack, Sitelinks, People also ask, Bottom ads, Paid sitelinks",500,0,0.48,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/lille-59/les-opticiens-mutualistes,4,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-21 19:52:32
veterinaire argenteuil,"Local pack, Thumbnail, Video preview",500,0,0.30,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/argenteuil-95/veterinaires,5,6,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 18:47:02
prefecture de grenoble,"Sitelinks, People also ask, Knowledge panel, Video preview, Thumbnail",500,0,0.07,,,,,,,,,,https://www.pagesjaunes.fr/pros/08557787,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:57:14
office tourisme rennes,"Sitelinks, People also ask, Knowledge panel, Thumbnail",500,1,0.07,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/rennes-35/offices-de-tourisme-syndicats-d-initiative,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 03:30:42
leclerc nîmes,"People also ask, Thumbnail",500,0,0.60,,,,,,,,,,https://www.pagesjaunes.fr/pros/05217324,5,17,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 07:50:29
leclerc aleria,"People also ask, Thumbnail",500,0,0.68,,,,,,,,,,https://www.pagesjaunes.fr/pros/06955673,5,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 20:36:23
salle de sport nanterre,"Local pack, Thumbnail, Video preview, Sitelinks",500,0,0.70,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/nanterre-92/salle-de-sport,7,28,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-02 16:41:09
libertium fenouillet,People also ask,500,0,0.22,,,,,,,,,,https://www.pagesjaunes.fr/pros/53073619,7,23,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22 14:44:26
ambassade des comores en france,"Thumbnail, People also ask, Knowledge panel",500,1,0.77,,,,,,,,,,https://www.pagesjaunes.fr/pros/53155151,6,26,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-06 09:25:55
psychologue saint brieuc,"Local pack, People also ask",500,0,0.22,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/saint-brieuc-22/psychologues,6,37,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22 12:08:38
maaf orchies,"People also ask, Sitelinks",500,0,0.87,,,,,,,,,,https://www.pagesjaunes.fr/pros/54214555,3,9,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 19:45:13
cmp jarny,People also ask,500,0,0.09,,,,,,,,,,https://www.pagesjaunes.fr/pros/50361867,4,30,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 09:11:28
casse auto blois,"Local pack, Thumbnail, People also ask",500,0,0.16,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/blois-41/casses-automobiles,2,307,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-29 11:29:07
carsat le havre,"Sitelinks, Local pack, People also ask",500,0,0.12,,,,,,,,,,https://www.pagesjaunes.fr/pros/53004458,6,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 22:32:14
déchetterie nesle,People also ask,500,0,0.00,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/nesle-80/dechetterie,9,9,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-19 16:02:28
zolpan aubagne,People also ask,500,0,0.95,,,,,,,,,,https://www.pagesjaunes.fr/pros/00369126,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 23:56:17
europcar challans,"Thumbnail, People also ask",500,0,0.54,,,,,,,,,,https://www.pagesjaunes.fr/pros/50976854,8,14,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 04:03:29
paul leclerc,"People also ask, Local pack, Thumbnail, Video preview",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pagesblanches/r/paul.leclerc,5,14,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 19:10:21
mairie de santes,"Sitelinks, Video preview",500,1,,,,,,,,,,,https://www.pagesjaunes.fr/pros/06170515,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-30 10:53:50
laboratoire peronne,"Local pack, Thumbnail",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/peronne-80/laboratoires-d-analyses-de-biologie-medicale,9,13,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 17:07:31
pharmacie corbie,"Local pack, People also ask, Thumbnail",500,0,0.25,,,,,,,,,,https://www.pagesjaunes.fr/pros/00512601,5,18,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 13:19:11
dermatologue molsheim,"Local pack, Sitelinks, People also ask, Thumbnail",500,0,0.33,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/molsheim-67/medecins-dermatologie-et-venereologie,9,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 22:24:16
les feuillades,"Sitelinks, People also ask, Video preview, Thumbnail",500,0,0.87,,,,,,,,,,https://www.pagesjaunes.fr/pros/06750666,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 07:36:44
apt accueil,"Sitelinks, People also ask",500,2,,,,,,,,,,,https://www.pagesjaunes.fr/siret/49452578500023,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 13:07:35
midas aubenas,"Thumbnail, People also ask, Sitelinks",500,0,0.10,,,,,,,,,,https://www.pagesjaunes.fr/pros/08524510,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 23:35:25
la parisienne rennes,Sitelinks,500,0,0.58,,,,,,,,,,https://www.pagesjaunes.fr/pros/06688781,6,31,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-03 00:28:13
4cad group,"Sitelinks, Local pack, People also ask",500,0,0.47,,,,,,,,,,https://www.pagesjaunes.fr/pros/53572500,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 09:42:02
défense des locataires gratuit,"Featured snippet, People also ask, Video preview",500,14,0.49,,,,,,,,,,https://location-immobilier.pagesjaunes.fr/astuce/voir/484237/defense-des-locataires,9,17,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 23:59:11
hôpital de valenciennes,"Sitelinks, People also ask, Video preview",500,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/00399138,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-02 21:39:22
lidl lens,"Local pack, Thumbnail, People also ask, Sitelinks",500,0,0.10,,,,,,,,,,https://www.pagesjaunes.fr/pros/51709124,5,24,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 18:19:55
happy hour near me,"People also ask, Video preview",500,0,0.16,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/montolieu-11/bars-happy-hours,6,16,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 15:37:15
sous prefecture de meaux,"Sitelinks, People also ask",500,0,0.90,,,,,,,,,,https://www.pagesjaunes.fr/pros/08734288,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-18 02:09:54
hopital la porte verte,"Sitelinks, People also ask, Knowledge panel, Thumbnail",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/03168490,3,25,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 19:07:18
cmpm ennery,,500,0,0.78,,,,,,,,,,https://www.pagesjaunes.fr/pros/00786853,3,7,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15 10:20:50
sephora limoges,"Thumbnail, People also ask, Sitelinks",500,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/limoges-87/sephora,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 13:36:44
laboratoire saint pierre du perray,"Thumbnail, People also ask, Knowledge panel, Sitelinks, Video preview",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/07894117,9,6,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 23:59:13
mairie de corbie,"Sitelinks, Knowledge panel, People also ask, Video preview",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/06003691,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-24 22:00:10
consulat marocain,"Local pack, Thumbnail, Video preview",500,0,0.27,,,,,,,,,,https://www.pagesjaunes.fr/pros/08878267,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 19:39:55
free tourville,People also ask,500,0,0.40,,,,,,,,,,https://www.pagesjaunes.fr/pros/61515503,4,57,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 14:08:54
midas hennebont,"People also ask, Video preview",500,0,0.12,,,,,,,,,,https://www.pagesjaunes.fr/pros/51592236,5,38,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 00:55:28
