competitor,url,keywords_paid,segment_match,url_intent_hint
travaux,https://www.travaux.com/service-pro/inscription/acquisition?cq_src=google_ads&cq_cmp=21480644395&cq_con=171720711544&cq_term=annonce%20artisan&cq_med=&cq_plac=&cq_net=g&cq_plt=gp&gad_source=1&gad_campaignid=21480644395&gbraid=0AAAAADh4jESQ7Lps9r-1fmB8IRKjJELN_&gclid=EAIaIQobChMIsL3zouizkwMVGwAGAB3ujQzsEAAYAiAFEgIktfD_BwE,1,yes,other
travaux,https://www.travaux.com/publiez-votre-projet/installation-renovation-salle-de-bains,1,yes,travaux
travaux,https://www.travaux.com/construction-renovation-maison/guide-des-prix/prix-du-bardage-facade,1,yes,other
travaux,https://www.travaux.com/publiez-votre-projet/peinture-interieur?professionname=peintres&cq_src=google_ads&cq_cmp=70180579&cq_con=162669783254&cq_term=peintre%20rh%C3%B4ne&cq_med=&cq_plac=&cq_net=g&cq_plt=gp&gad_source=1&gad_campaignid=70180579&gbraid=0AAAAADyjgR2uqZOcpg9Iqu2NfZ9U1Tg_1&gclid=EAIaIQobChMIjdO959KTlAMV3ZGDBx34Ljb4EAAYASADEgJ09vD_BwE,1,yes,other
travaux,https://www.travaux.com/plomberie/plombier-professionnels/tarascon-sur-ariege,1,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chaudiere-gaz,292,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-pompe-a-chaleur-air-eau,206,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz,176,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/pompe-a-chaleur-air-eau,54,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz%7Bignore%7D?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=%7B_dscampaign%7D&utm_term=%7Bkeyword%7D&utm_device=%7Bdevice%7D&utm_match=%7Bmatchtype%7D&utm_network=%7Bnetwork%7D,53,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-pompe-a-chaleur-air-eau%7Bignore%7D?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=%7B_dscampaign%7D&utm_term=%7Bkeyword%7D&utm_device=%7Bdevice%7D&utm_match=%7Bmatchtype%7D&utm_network=%7Bnetwork%7D,52,yes,travaux
engiehs,https://www.engie-homeservices.fr/,48,no,other
engiehs,https://www.engie-homeservices.fr/particulier/installation/pompe-a-chaleur-air-eau,39,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/installation/adoucisseur-d-eau,37,no,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chaudiere-gaz%7Bignore%7D?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=%7B_dscampaign%7D&utm_term=%7Bkeyword%7D&utm_device=%7Bdevice%7D&utm_match=%7Bmatchtype%7D&utm_network=%7Bnetwork%7D,37,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/depannage/chaudiere-gaz,29,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/entretien/pompe-a-chaleur-air-eau%7Bignore%7D?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=%7B_dscampaign%7D&utm_term=%7Bkeyword%7D&utm_device=%7Bdevice%7D&utm_match=%7Bmatchtype%7D&utm_network=%7Bnetwork%7D,21,yes,other
engiehs,https://www.engie-homeservices.fr/%7Bignore%7D?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=%7B_dscampaign%7D&utm_term=%7Bkeyword%7D&utm_device=%7Bdevice%7D&utm_match=%7Bmatchtype%7D&utm_network=%7Bnetwork%7D,18,no,other
engiehs,https://www.engie-homeservices.fr/particulier/installation/chaudiere-gaz,9,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chauffe-eau,8,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/entretien/adoucisseur-eau,7,no,other
engiehs,https://www.engie-homeservices.fr/particulier/depanner-pompe-a-chaleur,6,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/installation/pompe-a-chaleur-air-eau?campaign=SEA_GADS_NA_SEAPac&utm_source=SEA&utm_medium=lien&utm_campaign=sea,4,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chaudiere-fioul,4,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/installation/adoucisseur-d-eau%7Bignore%7D?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=%7B_dscampaign%7D&utm_term=%7Bkeyword%7D&utm_device=%7Bdevice%7D&utm_match=%7Bmatchtype%7D&utm_network=%7Bnetwork%7D,4,no,travaux
engiehs,https://www.engie-homeservices.fr/particulier/installation/pompe-a-chaleur-hybride,3,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/adoucisseur-eau%7Bignore%7D?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=%7B_dscampaign%7D&utm_term=%7Bkeyword%7D&utm_device=%7Bdevice%7D&utm_match=%7Bmatchtype%7D&utm_network=%7Bnetwork%7D,3,no,other
engiehs,https://www.engie-homeservices.fr/particulier/entretien/climatisateur-reversible,2,no,other
engiehs,https://www.engie-homeservices.fr/particulier/installation/pompe-a-chaleur-hybride%7Bignore%7D?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=%7B_dscampaign%7D&utm_term=%7Bkeyword%7D&utm_device=%7Bdevice%7D&utm_match=%7Bmatchtype%7D&utm_network=%7Bnetwork%7D,2,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chauffe-eau%7Bignore%7D?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=%7B_dscampaign%7D&utm_term=%7Bkeyword%7D&utm_device=%7Bdevice%7D&utm_match=%7Bmatchtype%7D&utm_network=%7Bnetwork%7D,2,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=chaudi%C3%A8re&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110157&gbraid=0AAAAADzkN3dE8liCLuQq8GNmOj759HKXj&gclid=EAIaIQobChMI8oCaqpWJlAMV-YNaBR1sqiudEAAYAiAFEgIOJfD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Perf_MAX_Entretien_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=&utm_device=c&utm_match=&utm_network=x&gad_source=1&gad_campaignid=22286799358&gbraid=0AAAAADzkN3e3IhsSyCc-RpjCw3YUzqroi&gclid=EAIaIQobChMIu6rPrqbskwMV9KeDBx3jEwKoEAAYAiADEgJYW_D_BwE,1,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-pompe-a-chaleur-air-eau?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_PAC_AE_Prospecting&utm_term=pac%20air%20eau&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110619&gbraid=0AAAAADzkN3cedQ7CQEk1Vg5zYIlU3swWk&gclid=EAIaIQobChMIpPaPmquBlAMVBUp_AB0cnRRNEAAYAiAFEgJMYPD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-pompe-a-chaleur-air-eau?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_PAC_AE_Prospecting&utm_term=chauffagiste%20pompe%20%C3%A0%20chaleur&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110619&gbraid=0AAAAADzkN3cFtM-NPD974IC85W-_EEQdb&gclid=EAIaIQobChMIoPLap4GGlAMVhwWHAx21tzMzEAAYAiADEgK6w_D_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-pompe-a-chaleur-air-eau?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_PAC_AE_Prospecting&utm_term=pompe%20chaleur%20air%20eau&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110619&gbraid=0AAAAADzkN3cedQ7CQEk1Vg5zYIlU3swWk&gclid=EAIaIQobChMIgcScx76AlAMVvsM8Ah3neTezEAAYAiAGEgIWX_D_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=chaudi%C3%A8re%20basse%20temp%C3%A9rature&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110157&gbraid=0AAAAADzkN3dE8liCLuQq8GNmOj759HKXj&gclid=EAIaIQobChMI0aih3ZmIlAMV2qb9BR0SICtxEAAYASAFEgLo3vD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Perf_MAX_Entretien_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=&utm_device=c&utm_match=&utm_network=x&gad_source=1&gad_campaignid=22286799358&gbraid=0AAAAADzkN3edST14DInEXYpHXZ4Li85gX&gclid=EAIaIQobChMI9ciQx6-YlAMVC5eDBx10LhWVEAAYAiACEgJiHvD_BwE,1,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Entretien_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=maintenance%20chaudi%C3%A8re&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110142&gbraid=0AAAAADzkN3dDsrAmxV3jFhgsmGi20-4F6&gclid=EAIaIQobChMIq8aZuJDqkwMVR6SDBx2sAgK3EAAYASADEgLQ_vD_BwE,1,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=chaudi%C3%A8re%20gaz&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110157&gbraid=0AAAAADzkN3dwA6tNFtMASP9UPcutyQ8b9&gclid=EAIaIQobChMI9qvEwOeDlAMVRGlBAh01MTykEAAYASAFEgJiXvD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=devis%20chaudi%C3%A8re&utm_device=c&utm_match=e&utm_network=g&gad_source=1&gad_campaignid=22255110157&gbraid=0AAAAADzkN3dvRRRT5hNRyP9x3Z8NhW4y8&gclid=EAIaIQobChMIvNbA7arrkwMV4J2DBx1jLy0YEAAYAiAEEgIhq_D_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Perf_MAX_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=&utm_device=c&utm_match=&utm_network=x&gad_source=1&gad_campaignid=22269931606&gbraid=0AAAAADzkN3cNml2HjTu3bmWIsLpOn6O_f&gclid=EAIaIQobChMI1a2ezPWfkwMVpKJQBh3fGh0vEAAYASADEgLMCfD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Perf_MAX_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=&utm_device=c&utm_match=&utm_network=x&gad_source=1&gad_campaignid=22269931606&gbraid=0AAAAADzkN3ebDlB9fzdt-ioOaujFP-0Ao&gclid=EAIaIQobChMIx_CEuNHukwMVkBaiAx2o_DYhEAAYAiACEgI8ZvD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/ballon-thermodynamique,1,no,other
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Perf_MAX_Entretien_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=&utm_device=c&utm_match=&utm_network=x&gad_source=1&gad_campaignid=22286799358&gbraid=0AAAAADzkN3fYAoXfsZHcCvoyCk-icODqT&gclid=EAIaIQobChMI38uE8PrjkwMV1y8GAB1BoB10EAAYASAREgIfBPD_BwE,1,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=chaudi%C3%A8re%20gaz&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110157&gbraid=0AAAAADzkN3dA3WYxXns7W8xKUhYVCKneV&gclid=EAIaIQobChMIlOjSw7mjkwMViLpoCR33MCWsEAAYAiAEEgJ8cvD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-pompe-a-chaleur-air-eau?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_PAC_AE_Prospecting&utm_term=pompe%20chaleur%20air%20eau&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110619&gbraid=0AAAAADzkN3fRPTpoca0GBRnMbhYUN41xD&gclid=EAIaIQobChMI-rrw8P6KlAMVRC3UAR3N3A3OEAAYASAFEgKHhfD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=co%C3%BBt%20chaudi%C3%A8re&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110157&gbraid=0AAAAADzkN3dwA6tNFtMASP9UPcutyQ8b9&gclid=EAIaIQobChMIosua1buDlAMVDYjCCB3MVhX3EAAYAiAFEgIS4_D_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/installation/adoucisseur-d-eau?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_Adoucisseur_Equipements_Prospecting&utm_term=adoucisseur%20eau&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110154&gbraid=0AAAAADzkN3c-byqassnz-8XGXVv3VrD-d&gclid=EAIaIQobChMIsp2xl6OWlAMVMZFQBh1yYjrVEAAYAiADEgJgR_D_BwE,1,no,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=contrat%20chaudi%C3%A8re&utm_device=c&utm_match=e&utm_network=g&gad_source=1&gad_campaignid=22255110157&gbraid=0AAAAADzkN3dFzTk2AAQ9WsxJvWU-O6B7F&gclid=EAIaIQobChMInYeVmf-4kwMVnIFLBR3LvxqTEAAYASADEgKhqPD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-pompe-a-chaleur-air-eau?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_PAC_AE_Prospecting&utm_term=pompe%20chaleur%20air%20eau&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110619&gbraid=0AAAAADzkN3fRPTpoca0GBRnMbhYUN41xD&gclid=EAIaIQobChMI-rrw8P6KlAMVRC3UAR3N3A3OEAAYASAEEgJyKvD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=chaudi%C3%A8re%20condensation&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110157&gbraid=0AAAAADzkN3cjMCZ6Qo-1qAkQXNPjhhDZt&gclid=EAIaIQobChMIwuWt9KqUlAMVVlCRBR0qGiygEAAYAiAFEgKaMfD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Perf_MAX_Entretien_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=&utm_device=c&utm_match=&utm_network=x&gad_source=1&gad_campaignid=22286799358&gbraid=0AAAAADzkN3fzxEACMG57jUShiyZzP5pcJ&gclid=EAIaIQobChMIzIPx0OKHkwMVWFVIAB1U-BJREAAYASACEgLobfD_BwE,1,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=chaudi%C3%A8re%20condensation&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110157&gbraid=0AAAAADzkN3ehQgDXJAqO4vKnDOg64eCQU&gclid=EAIaIQobChMI4vSh8Z2PlAMVnwuiAx1OYyvDEAAYAiAFEgKH4_D_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-pompe-a-chaleur-air-eau?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_PAC_AE_Prospecting&utm_term=pac%20air%20eau&utm_device=c&utm_match=e&utm_network=g&gad_source=1&gad_campaignid=22255110619&gbraid=0AAAAADzkN3d5ZqXbeviGOoliGCGUl2sGL&gclid=EAIaIQobChMI0d3s8dWPlAMVXFBIAB1_uigZEAAYAiAGEgI7yvD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/installation/adoucisseur-d-eau?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_Adoucisseur_Equipements_Prospecting&utm_term=adoucisseur%20eau&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110154&gbraid=0AAAAADzkN3c-byqassnz-8XGXVv3VrD-d&gclid=EAIaIQobChMIsp2xl6OWlAMVMZFQBh1yYjrVEAAYAiACEgIJPvD_BwE,1,no,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Perf_MAX_Entretien_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=&utm_device=c&utm_match=&utm_network=x&gad_source=1&gad_campaignid=22286799358&gbraid=0AAAAADzkN3fmv8iWe2XM5FZxySZFUeLMp&gclid=EAIaIQobChMI_57uzPnrkwMVJplQBh2kHh_xEAAYAiADEgL2wfD_BwE,1,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/entretien/pompe-a-chaleur-air-eau?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Entretien_PAC_AE_Prospecting&utm_term=maintenance%20pompe%20%C3%A0%20chaleur&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110148&gbraid=0AAAAADzkN3d_e5Aui71GyyaAtnk1smigb&gclid=EAIaIQobChMI4M_T-6mblAMV8TMIBR33-iIvEAAYAiADEgKeXfD_BwE,1,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-pompe-a-chaleur-air-eau?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_PAC_AE_Prospecting&utm_term=pompe%20a%20chaleur&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110619&gbraid=0AAAAADzkN3egP7CNFgG1OVLteTiG7cnC2&gclid=EAIaIQobChMIv5ne2d_PkwMV4EB_AB05jjMVEAAYAiAGEgJ-SPD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=co%C3%BBt%20chaudi%C3%A8re&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110157&gbraid=0AAAAADzkN3dwA6tNFtMASP9UPcutyQ8b9&gclid=EAIaIQobChMIosua1buDlAMVDYjCCB3MVhX3EAAYAiAGEgIPJvD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-pompe-a-chaleur-air-eau?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_PAC_AE_Prospecting&utm_term=chauffagiste%20pompe%20%C3%A0%20chaleur&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110619&gbraid=0AAAAADzkN3cFtM-NPD974IC85W-_EEQdb&gclid=EAIaIQobChMIoPLap4GGlAMVhwWHAx21tzMzEAAYAiAEEgIlMPD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Perf_MAX_Entretien_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=&utm_device=c&utm_match=&utm_network=x&gad_source=1&gad_campaignid=22286799358&gbraid=0AAAAADzkN3fmv8iWe2XM5FZxySZFUeLMp&gclid=EAIaIQobChMI_57uzPnrkwMVJplQBh2kHh_xEAAYAiACEgKX6vD_BwE,1,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-pompe-a-chaleur-air-eau?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Concurrents_PAC_AE_Prospecting&utm_term=edf%20pompe%20%C3%A0%20chaleur&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110622&gbraid=0AAAAADzkN3flB9Be-odgfAzwSjxg2tePZ&gclid=EAIaIQobChMIyaSvvsv-kwMVcFNIAB0ApwA1EAAYAiADEgKB0fD_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Entretien_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=maintenance%20chaudi%C3%A8re&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110142&gbraid=0AAAAADzkN3dDsrAmxV3jFhgsmGi20-4F6&gclid=EAIaIQobChMIq8aZuJDqkwMVR6SDBx2sAgK3EAAYASAEEgLxuPD_BwE,1,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=chaudi%C3%A8re%20installation&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110157&gbraid=0AAAAADzkN3dA3WYxXns7W8xKUhYVCKneV&gclid=EAIaIQobChMI262b0qSlkwMVRFBBAh0MCjc6EAAYASAUEgLm5_D_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/landing/installation-chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=chaudi%C3%A8re%20basse%20temp%C3%A9rature&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110157&gbraid=0AAAAADzkN3dE8liCLuQq8GNmOj759HKXj&gclid=EAIaIQobChMI0aih3ZmIlAMV2qb9BR0SICtxEAAYASAEEgIS1_D_BwE,1,yes,travaux
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Perf_MAX_Entretien_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=&utm_device=c&utm_match=&utm_network=x&gad_source=1&gad_campaignid=22286799358&gbraid=0AAAAADzkN3eJ4ZxyOVGxxdlPdJ6tAx1gM&gclid=EAIaIQobChMI093irbmNlAMVBKFaBR2-jhI5EAAYAiAEEgKyHPD_BwE,1,yes,other
engiehs,https://www.engie-homeservices.fr/particulier/entretien/ballon-thermodynamique%7Bignore%7D?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=%7B_dscampaign%7D&utm_term=%7Bkeyword%7D&utm_device=%7Bdevice%7D&utm_match=%7Bmatchtype%7D&utm_network=%7Bnetwork%7D,1,no,other
engiehs,https://www.engie-homeservices.fr/particulier/entretien/chaudiere-gaz?campaign=SEA_GADS_NA_SEA&utm_source=SEA_Google&utm_medium=cpc&utm_campaign=[EHS]_SEA_GG_HM_Entretien_Chaudi%C3%A8re_Gaz_Prospecting&utm_term=entretien%20chaudiere%20seine-et-marne&utm_device=c&utm_match=p&utm_network=g&gad_source=1&gad_campaignid=22255110142&gbraid=0AAAAADzkN3fVBdKhD3trysvBoJhlCD-fV&gclid=EAIaIQobChMIoPvX_KiWlAMVF2hIAB3NsSICEAAYAiATEgIxmPD_BwE,1,yes,other
