nom,email,telephone,adresse,code_insee,site_web
Communauté de communes - Vallée du Lot et du Vignoble,lot.vignoble@ccvlv.fr,"[{""valeur"": ""05 65 36 06 06"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""13 avenue de la Gare"", ""service_distribution"": """", ""code_postal"": ""46700"", ""nom_commune"": ""Puy-l'Évêque"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.1328665"", ""latitude"": ""44.5009166""}]",46231,"[{""libelle"": """", ""valeur"": ""http://www.cc-lot-vignoble.fr""}]"
Communauté de communes - Pays de Cruseilles,ccpc@ccpaysdecruseilles.org,"[{""valeur"": ""04 50 08 16 16"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""268 route du Suet"", ""service_distribution"": """", ""code_postal"": ""74350"", ""nom_commune"": ""Cruseilles"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.10702514648"", ""latitude"": ""46.0328449969""}]",74096,"[{""libelle"": """", ""valeur"": ""https://ccpaysdecruseilles.org/""}]"
Communauté d'agglomération - Rochefort Océan,contact@agglo-rochefortocean.fr,"[{""valeur"": ""05 46 82 17 80"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""3 avenue Maurice-Chupin"", ""complement2"": """", ""numero_voie"": ""Parc des Fourriers"", ""service_distribution"": """", ""code_postal"": ""17300"", ""nom_commune"": ""Rochefort"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.9523852"", ""latitude"": ""45.9265576""}, {""type_adresse"": ""Adresse postale"", ""complement1"": ""3 avenue Maurice-Chupin"", ""complement2"": """", ""numero_voie"": ""Parc des Fourriers"", ""service_distribution"": ""CS 50224"", ""code_postal"": ""17304"", ""nom_commune"": ""Rochefort Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",17299,"[{""libelle"": """", ""valeur"": ""https://www.agglo-rochefortocean.fr/""}]"
Communauté de communes - Levroux-Boischaut-Champagne,accueil@levroux.fr,"[{""valeur"": ""02 54 35 70 54"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""10 place de l'Hôtel-de-Ville"", ""service_distribution"": """", ""code_postal"": ""36110"", ""nom_commune"": ""Levroux"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.6145419"", ""latitude"": ""46.979671""}]",36093,"[{""libelle"": """", ""valeur"": ""https://www.ville-levroux.fr/interco.html""}]"
Communauté de communes - Chablis Villages et Terroirs,secretariat.direction@3cvt.fr,"[{""valeur"": ""03 86 18 91 16"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 rue du Serein"", ""service_distribution"": ""BP 65"", ""code_postal"": ""89800"", ""nom_commune"": ""Chablis"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.7897686"", ""latitude"": ""47.8163414""}]",89068,"[{""libelle"": """", ""valeur"": ""https://www.3cvt.fr/""}]"
Communauté d'agglomération - Pays de Meaux,contact@meaux.fr,"[{""valeur"": ""01 60 09 97 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 place de lHôtel-de-Ville-Jacques-Chirac"", ""service_distribution"": """", ""code_postal"": ""77100"", ""nom_commune"": ""Meaux"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.8775302"", ""latitude"": ""48.9582361""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 place de lHôtel-de-Ville-Jacques-Chirac"", ""service_distribution"": ""BP 224"", ""code_postal"": ""77107"", ""nom_commune"": ""Meaux"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",77284,"[{""libelle"": """", ""valeur"": ""https://www.agglo-paysdemeaux.fr/""}]"
Communauté de communes - Haut-Béarn,dgs@hautbearn.fr,"[{""valeur"": ""05 59 10 35 70"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""12 place de Jaca"", ""service_distribution"": ""CS 20067"", ""code_postal"": ""64402"", ""nom_commune"": ""Oloron-Sainte-Marie Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.6106269"", ""latitude"": ""43.1886757""}]",64422,"[{""libelle"": """", ""valeur"": ""https://www.hautbearn.fr""}]"
Communauté de communes - Bassin de Joinville en Champagne,secretariat@ccbjc.fr,"[{""valeur"": ""03 25 05 94 69"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""3 rue des Capucins"", ""service_distribution"": """", ""code_postal"": ""52300"", ""nom_commune"": ""Joinville"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.138166"", ""latitude"": ""48.4399811""}]",52250,"[{""libelle"": """", ""valeur"": ""https://www.ccbjc.fr/""}]"
Communauté de communes - Pays de Saint-Gilles-Croix-de-Vie,accueil@payssaintgilles.fr,"[{""valeur"": ""02 51 55 55 55"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""ZAE Le Soleil Levant"", ""complement2"": """", ""numero_voie"": """", ""service_distribution"": """", ""code_postal"": ""85800"", ""nom_commune"": ""Saint-Gilles-Croix-de-Vie"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.884085"", ""latitude"": ""46.671391""}, {""type_adresse"": ""Adresse postale"", ""complement1"": ""ZAE Le Soleil Levant"", ""complement2"": """", ""numero_voie"": """", ""service_distribution"": ""CS 63669"", ""code_postal"": ""85806"", ""nom_commune"": ""Saint-Gilles-Croix-de-Vie Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",85100,"[{""libelle"": """", ""valeur"": ""https://payssaintgilles.fr/""}]"
Communauté de communes - Pays d'Urfé,contact@ccpu.fr,"[{""valeur"": ""04 77 65 12 24"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""55 rue rené cassin"", ""service_distribution"": """", ""code_postal"": ""42430"", ""nom_commune"": ""Saint-Just-en-Chevalet"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.848212"", ""latitude"": ""45.914368""}]",42248,"[{""libelle"": """", ""valeur"": ""https://www.ccpu.fr/""}]"
Communauté d'agglomération - Var Estérel Méditerranée,contact@esterelcotedazur-agglo.fr,"[{""valeur"": ""04 94 19 31 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""624 chemin Aurélien"", ""service_distribution"": ""CS 50133"", ""code_postal"": ""83707"", ""nom_commune"": ""Saint-Raphaël Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.7718366"", ""latitude"": ""43.4367869""}]",83118,"[{""libelle"": """", ""valeur"": ""https://esterelcotedazur-agglo.fr/""}]"
Communauté de communes - Pays de Serres en Quercy,accueil@cdc-psq.fr,"[{""valeur"": ""05 63 94 64 78"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""293 Chemin Vignoble"", ""service_distribution"": """", ""code_postal"": ""82150"", ""nom_commune"": ""Montaigu-de-Quercy"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.02921"", ""latitude"": ""44.331584""}]",82094,"[{""libelle"": """", ""valeur"": ""https://cdc-psq.fr/""}]"
Communauté de communes - Coteaux et Landes de Gascogne,accueil@3clg.fr,"[{""valeur"": ""05 53 83 65 60"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2366 route des Châteaux"", ""service_distribution"": """", ""code_postal"": ""47250"", ""nom_commune"": ""Grezet-Cavagnan"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.13242"", ""latitude"": ""44.3823269""}]",47114,"[{""libelle"": """", ""valeur"": ""https://cc-coteaux-landes-gascogne.fr/""}]"
Communauté de communes - Somme Sud Ouest,contact@cc2so.fr,"[{""valeur"": ""03 22 90 19 65"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""16 bis route d'Aumale"", ""service_distribution"": """", ""code_postal"": ""80290"", ""nom_commune"": ""Poix-de-Picardie"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.9756654"", ""latitude"": ""49.7800728""}]",80630,"[{""libelle"": """", ""valeur"": ""https://www.cc2so.fr/""}]"
Communauté urbaine - Alençon,cabinet@cu-alencon.fr,"[{""valeur"": ""02 33 32 40 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Place du Maréchal-Foch"", ""service_distribution"": ""BP 362"", ""code_postal"": ""61014"", ""nom_commune"": ""Alençon Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.082668"", ""latitude"": ""48.430079""}]",61001,"[{""libelle"": """", ""valeur"": ""https://www.cu-alencon.fr/""}]"
Communauté de communes - Lodévois et Larzac,contact@lodevoisetlarzac.fr,"[{""valeur"": ""04 67 88 90 90"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 place Francis-Morand"", ""service_distribution"": """", ""code_postal"": ""34700"", ""nom_commune"": ""Lodève"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.313975"", ""latitude"": ""43.73366""}]",34142,"[{""libelle"": """", ""valeur"": ""https://lodevoisetlarzac.fr/""}]"
Communauté de communes - Haut-Allier,ccham@ccham-langogne.com,"[{""valeur"": ""04 66 46 80 75"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 quai du Langouyrou"", ""service_distribution"": """", ""code_postal"": ""48300"", ""nom_commune"": ""Langogne"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.857157"", ""latitude"": ""44.725519""}]",48080,"[{""libelle"": """", ""valeur"": ""https://ccha-langogne.com/""}]"
Communauté de communes - Coeur de Sologne,contact@coeurdesologne.com,"[{""valeur"": ""02 54 83 09 92"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Place Simone-Veil"", ""service_distribution"": """", ""code_postal"": ""41600"", ""nom_commune"": ""Lamotte-Beuvron"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.015581"", ""latitude"": ""47.587337""}]",41106,
Communauté de communes - La Châtre et Sainte Sévère,s.administratif@cdc-lcss.fr,"[{""valeur"": ""02 54 62 10 10"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""22 place du Général-de-Gaulle"", ""service_distribution"": """", ""code_postal"": ""36400"", ""nom_commune"": ""La Châtre"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.985875"", ""latitude"": ""46.577652""}]",36046,"[{""libelle"": """", ""valeur"": ""https://cdc-lcss.fr/""}]"
Communauté de communes - Crestois et de Pays de Saillans Coeur de Drôme,accueil@cccps.fr,"[{""valeur"": ""04 75 40 03 89"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""15 chemin des Senteurs"", ""service_distribution"": """", ""code_postal"": ""26400"", ""nom_commune"": ""Aouste-sur-Sye"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.067347"", ""latitude"": ""44.710552""}]",26011,"[{""libelle"": """", ""valeur"": ""https://www.cccps.fr""}]"
Communauté de communes - Cère et Goul en Carladès,secretariat@carlades.fr,"[{""valeur"": ""04 71 47 89 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""6 rue de l'Elancèze"", ""service_distribution"": """", ""code_postal"": ""15800"", ""nom_commune"": ""Vic-sur-Cère"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.606823"", ""latitude"": ""44.9674209""}]",15258,"[{""libelle"": """", ""valeur"": ""https://www.carlades.com/""}]"
Communauté de communes - La Vanne et du Pays d'Othe,accueil@ccvpo.fr,"[{""valeur"": ""03 86 86 70 99"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""36-38 rue de la République"", ""service_distribution"": """", ""code_postal"": ""89190"", ""nom_commune"": ""Villeneuve-l'Archevêque"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.558583"", ""latitude"": ""48.235287""}]",89461,"[{""libelle"": """", ""valeur"": ""https://ccvannepaysothe.fr/""}]"
Communauté de communes - Quatre Rivières,secretariat@cc4r.eu,"[{""valeur"": ""03 84 67 13 74"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""8 rue Jean-Mourey"", ""service_distribution"": """", ""code_postal"": ""70180"", ""nom_commune"": ""Dampierre-sur-Salon"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.6784437"", ""latitude"": ""47.5566977""}]",70198,"[{""libelle"": """", ""valeur"": ""https://communaute.4rivieres.fr/""}]"
Communauté de communes - Portes du Luxembourg,contact@portesduluxembourg.fr,"[{""valeur"": ""03 24 27 90 98"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""37 ter avenue du Général-de-Gaulle"", ""service_distribution"": """", ""code_postal"": ""08110"", ""nom_commune"": ""Carignan"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.1610242"", ""latitude"": ""49.6352943""}]",08090,"[{""libelle"": """", ""valeur"": ""https://www.portesduluxembourg.fr/""}]"
Communauté de communes - Trièves,accueil@cdctrieves.fr,"[{""valeur"": ""04 76 34 11 22"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""300 chemin de Ferrier"", ""service_distribution"": """", ""code_postal"": ""38650"", ""nom_commune"": ""Monestier-de-Clermont"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.633175"", ""latitude"": ""44.909295""}]",38242,"[{""libelle"": """", ""valeur"": ""https://www.cdctrieves.fr/""}]"
Communauté de communes - Pays des Paillons,info@ccpp06.fr,"[{""valeur"": ""04 92 00 75 80"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""55 bis route départementale 2204"", ""service_distribution"": """", ""code_postal"": ""06440"", ""nom_commune"": ""Blausasc"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""7.3556246"", ""latitude"": ""43.837319""}]",06019,"[{""libelle"": """", ""valeur"": ""https://ccpp06.fr/""}]"
Communauté de communes - Grands Lacs,secretariat.general@ccgrandslacs.fr,"[{""valeur"": ""05 58 78 54 63"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""centre administratif"", ""complement2"": """", ""numero_voie"": ""29 avenue Léopold-Darmuzey"", ""service_distribution"": """", ""code_postal"": ""40160"", ""nom_commune"": ""Parentis-en-Born"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.07095"", ""latitude"": ""44.35274""}]",40217,"[{""libelle"": """", ""valeur"": ""https://www.ccgrandslacs.fr/""}]"
Communauté de communes - Entr'Allier Besbre et Loire,contact@interco-abl.fr,"[{""valeur"": ""04 70 45 00 99"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""18 rue de Vouroux"", ""service_distribution"": """", ""code_postal"": ""03150"", ""nom_commune"": ""Varennes-sur-Allier"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.3986406"", ""latitude"": ""46.3140216""}]",03298,"[{""libelle"": """", ""valeur"": ""https://www.interco-abl.fr/""}]"
Communauté de communes - Mellois en Poitou,accueil@melloisenpoitou.fr,"[{""valeur"": ""05 49 29 02 90"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""2 place de Strasbourg"", ""complement2"": """", ""numero_voie"": ""Les Arcades"", ""service_distribution"": """", ""code_postal"": ""79500"", ""nom_commune"": ""Melle"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.146053"", ""latitude"": ""46.220116""}]",79174,"[{""libelle"": """", ""valeur"": ""https://www.melloisenpoitou.fr/""}]"
Communauté de communes - La Haute Ariège,administration.generale@cc-hauteariege.fr,"[{""valeur"": ""05 61 64 68 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""13 route nationale 20"", ""service_distribution"": """", ""code_postal"": ""09250"", ""nom_commune"": ""Luzenac"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.7648531"", ""latitude"": ""42.7601452""}]",09176,"[{""libelle"": """", ""valeur"": ""https://cc-hauteariege.fr/""}]"
Communauté de communes - Coeur de Loire,contact@coeurdeloire.fr,"[{""valeur"": ""03 86 28 92 92"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""4 place Georges-Clemenceau"", ""service_distribution"": ""BP 70"", ""code_postal"": ""58203"", ""nom_commune"": ""Cosne-Cours-sur-Loire Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.92528919999995"", ""latitude"": ""47.4091199""}]",58086,"[{""libelle"": """", ""valeur"": ""https://www.coeurdeloire.fr/""}]"
Communauté de communes - Dieulefit Bourdeaux,ccpd.courrier@orange.fr,"[{""valeur"": ""04 75 46 82 33"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""8 rue Garde-de-Dieu"", ""service_distribution"": """", ""code_postal"": ""26220"", ""nom_commune"": ""Dieulefit"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.0641461"", ""latitude"": ""44.5261748""}]",26114,"[{""libelle"": """", ""valeur"": ""https://www.ccdb26.fr/""}]"
Communauté urbaine - Grand Besançon Métropole,contact.gbm@grandbesancon.fr,"[{""valeur"": ""03 81 87 88 89"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""La City"", ""complement2"": """", ""numero_voie"": ""4 rue Gabriel-Plançon"", ""service_distribution"": """", ""code_postal"": ""25043"", ""nom_commune"": ""Besançon Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.0149962"", ""latitude"": ""47.2338695""}]",25056,"[{""libelle"": """", ""valeur"": ""https://www.grandbesancon.fr/""}]"
Communauté de communes - Plaines et Monts de France,contact@cc-pmf.fr,"[{""valeur"": ""01 60 54 68 40"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""6 rue du Général-de-Gaulle"", ""service_distribution"": """", ""code_postal"": ""77230"", ""nom_commune"": ""Dammartin-en-Goële"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.674706"", ""latitude"": ""49.053124""}]",77153,"[{""libelle"": """", ""valeur"": ""http://www.cc-pmf.fr""}]"
Communauté de communes - Bassin de Pompey,accueil@bassinpompey.fr,"[{""valeur"": ""03 83 49 81 81"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Rue des Quatre-Éléments"", ""service_distribution"": """", ""code_postal"": ""54300"", ""nom_commune"": ""Pompey"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.1279309"", ""latitude"": ""48.7669905""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Rue des Quatre-Éléments"", ""service_distribution"": ""BP 60008"", ""code_postal"": ""54340"", ""nom_commune"": ""Pompey"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",54430,"[{""libelle"": """", ""valeur"": ""https://www.bassinpompey.fr/""}]"
Communauté de communes - Cazals Salviac,accueil@cc-cazalssalviac.fr,"[{""valeur"": ""05 65 41 62 40"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""5 boulevard Hugon"", ""service_distribution"": """", ""code_postal"": ""46340"", ""nom_commune"": ""Salviac"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.265365"", ""latitude"": ""44.681254""}]",46297,"[{""libelle"": """", ""valeur"": ""https://www.cc-cazalssalviac.fr/""}]"
Communauté de communes - Ardèche Rhône Coiron,accueil@ardecherhonecoiron.fr,"[{""valeur"": ""04 75 00 04 11"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""10 avenue de la Résistance"", ""service_distribution"": """", ""code_postal"": ""07350"", ""nom_commune"": ""Cruas"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.765823"", ""latitude"": ""44.655855""}]",07076,"[{""libelle"": """", ""valeur"": ""https://www.ardecherhonecoiron.fr""}]"
Communauté de communes - 2 Vallées - Milly-la-Forêt,cc2v@cc2v91.fr,"[{""valeur"": ""01 64 98 85 19"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""23 rue de la Chapelle-Saint-Blaise"", ""service_distribution"": """", ""code_postal"": ""91490"", ""nom_commune"": ""Milly-la-Forêt"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.4757553"", ""latitude"": ""48.3996603""}]",91405,"[{""libelle"": """", ""valeur"": ""https://cc2v91.fr/fr/""}]"
Communauté de communes - Quatre Rivières,secretariat@cc4r.fr,"[{""valeur"": ""04 50 31 46 95"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""28 chemin de la Ferme-Saillet"", ""service_distribution"": """", ""code_postal"": ""74250"", ""nom_commune"": ""Filllinges"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.342513"", ""latitude"": ""46.162703""}]",74162,"[{""libelle"": """", ""valeur"": ""http://www.cc4r.fr""}]"
Communauté d'agglomération - Grand Sud Caraïbe,ccsbt2@wanadoo.fr,"[{""valeur"": ""05 90 99 63 20"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": ""2 rue Auguste BEBIAN"", ""numero_voie"": ""Place du Père-Magloire"", ""service_distribution"": """", ""code_postal"": ""97100"", ""nom_commune"": ""Basse-Terre"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-61.729106"", ""latitude"": ""15.996671""}]",97105,"[{""libelle"": """", ""valeur"": ""https://www.grandsudcaraibe.fr/""}]"
Communauté d'agglomération - Seine-Eure,agglo@seine-eure.com,"[{""valeur"": ""02 32 50 85 50"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 place Ernest-Thorel"", ""service_distribution"": """", ""code_postal"": ""27405"", ""nom_commune"": ""Louviers"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.1682180320696034"", ""latitude"": ""49.21498700939816""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 place Ernest-Thorel"", ""service_distribution"": """", ""code_postal"": ""27405"", ""nom_commune"": ""Louviers Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.1682180320696034"", ""latitude"": ""49.21498700939816""}]",27375,"[{""libelle"": """", ""valeur"": ""https://www.agglo-seine-eure.fr""}]"
Communauté de communes - La Vallée d'Ossau,ccvo@cc-ossau.fr,"[{""valeur"": ""05 59 05 66 77"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 avenue des Pyrénées"", ""service_distribution"": """", ""code_postal"": ""64260"", ""nom_commune"": ""Arudy"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.4282137"", ""latitude"": ""43.1033869""}]",64062,"[{""libelle"": """", ""valeur"": ""https://cc-ossau.fr/""}]"
Communauté de communes - Bassin Auterivain,accueil@ccba31.fr,"[{""valeur"": ""05 61 50 99 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""ZI Robert-Lavigne"", ""complement2"": """", ""numero_voie"": ""Route départementale 820"", ""service_distribution"": """", ""code_postal"": ""31190"", ""nom_commune"": ""Auterive"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.4717863"", ""latitude"": ""43.3488586""}]",31033,"[{""libelle"": """", ""valeur"": ""https://www.ccba31.fr/""}]"
Communauté d'agglomération - Saint-Lô Agglo,contact@saint-lo-agglo.fr,"[{""valeur"": ""02 14 29 00 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""70 rue du Neufbourg"", ""service_distribution"": """", ""code_postal"": ""50000"", ""nom_commune"": ""Saint-Lô"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.076249"", ""latitude"": ""49.1023846""}]",50502,"[{""libelle"": """", ""valeur"": ""https://www.saint-lo-agglo.fr/fr""}]"
Communauté de communes - Berry Loire Puisaye,contact@cc-berryloirepuisaye.fr,"[{""valeur"": ""02 38 37 03 84"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""42 rue des Prés-Gris"", ""service_distribution"": """", ""code_postal"": ""45250"", ""nom_commune"": ""Briare"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.7319546"", ""latitude"": ""47.6417972""}]",45053,"[{""libelle"": """", ""valeur"": ""https://cc-berryloirepuisaye.fr/fr/""}]"
Communauté de communes - Haut-Lignon,cc.hautlignon@wanadoo.fr,"[{""valeur"": ""04 71 59 87 63"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""13 allée des Pâquerettes"", ""service_distribution"": """", ""code_postal"": ""43190"", ""nom_commune"": ""Tence"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.293547"", ""latitude"": ""45.1135972""}]",43244,"[{""libelle"": """", ""valeur"": ""https://www.cc-hautlignon.fr/""}]"
Communauté d'agglomération - Sud de La Réunion,contact@casud.re,"[{""valeur"": ""02 62 57 97 77"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""379 rue Hubert-Delisle"", ""service_distribution"": ""BP 437"", ""code_postal"": ""97430"", ""nom_commune"": ""Le Tampon"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""55.5106302"", ""latitude"": ""-21.2683013""}]",97422,"[{""libelle"": """", ""valeur"": ""https://www.casud.re/""}]"
